"initial_alias","converted_alias","name","description","namespace"
"RNF175","ENSG00000145428","RNF175","ring finger protein 175 [Source:HGNC Symbol;Acc:HGNC:27735]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDGFC","ENSG00000145431","PDGFC","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBR4","ENSG00000145439","CBR4","carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRA3","ENSG00000145451","GLRA3","glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP4V2","ENSG00000145476","CYP4V2","cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ROPN1L","ENSG00000145491","ROPN1L","rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS6","ENSG00000145494","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MARCHF6","ENSG00000145495","MARCHF6","membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKD2","ENSG00000145506","NKD2","NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH18","ENSG00000145526","CDH18","cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAMTS16","ENSG00000145536","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16 [Source:HGNC Symbol;Acc:HGNC:17108]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRD5A1","ENSG00000145545","SRD5A1","steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYO10","ENSG00000145555","MYO10","myosin X [Source:HGNC Symbol;Acc:HGNC:7593]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTULINL","ENSG00000145569","OTULINL","OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL37","ENSG00000145592","RPL37","ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKP2","ENSG00000145604","SKP2","S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSMR","ENSG00000145623","OSMR","oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UGT3A1","ENSG00000145626","UGT3A1","UDP glycosyltransferase family 3 member A1 [Source:HGNC Symbol;Acc:HGNC:26625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK2","ENSG00000145632","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHISAL2B","ENSG00000145642","SHISAL2B","shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GZMA","ENSG00000145649","GZMA","granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3R1","ENSG00000145675","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAPLN1","ENSG00000145681","HAPLN1","hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LHFPL2","ENSG00000145685","LHFPL2","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSBP2","ENSG00000145687","SSBP2","single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BHMT","ENSG00000145692","BHMT","betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD31","ENSG00000145700","ANKRD31","ankyrin repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:26853]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IQGAP2","ENSG00000145703","IQGAP2","IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRHBP","ENSG00000145708","CRHBP","corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASA1","ENSG00000145715","RASA1","RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIX1","ENSG00000145721","LIX1","limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIN1","ENSG00000145723","GIN1","gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIP5K2","ENSG00000145725","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAM","ENSG00000145730","PAM","peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BDP1","ENSG00000145734","BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF2H2","ENSG00000145736","GTF2H2","general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF2H2","ENSG00000183474","GTF2H2C","GTF2H2 family member C [Source:HGNC Symbol;Acc:HGNC:31394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC30A5","ENSG00000145740","SLC30A5","solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BTF3","ENSG00000145741","BTF3","basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL17","ENSG00000145743","FBXL17","F-box and leucine rich repeat protein 17 [Source:HGNC Symbol;Acc:HGNC:13615]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA9","ENSG00000145757","SPATA9","spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSLP","ENSG00000145777","TSLP","thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFAIP8","ENSG00000145779","TNFAIP8","TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FEM1C","ENSG00000145780","FEM1C","fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMMD10","ENSG00000145781","COMMD10","COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG12","ENSG00000145782","ATG12","autophagy related 12 [Source:HGNC Symbol;Acc:HGNC:588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEGF10","ENSG00000145794","MEGF10","multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAMTS19","ENSG00000145808","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YIPF5","ENSG00000145817","YIPF5","Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP26","ENSG00000145819","ARHGAP26","Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL14","ENSG00000145824","CXCL14","C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LECT2","ENSG00000145826","LECT2","leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A48","ENSG00000145832","SLC25A48","solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX46","ENSG00000145833","DDX46","DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL9","ENSG00000145839","IL9","interleukin 9 [Source:HGNC Symbol;Acc:HGNC:6029]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMD4","ENSG00000145850","TIMD4","T cell immunoglobulin and mucin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25132]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF145","ENSG00000145860","RNF145","ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QTNF2","ENSG00000145861","C1QTNF2","C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRA6","ENSG00000145863","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6 [Source:HGNC Symbol;Acc:HGNC:4080]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRB2","ENSG00000145864","GABRB2","gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO38","ENSG00000145868","FBXO38","F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPINK7","ENSG00000145879","SPINK7","serine peptidase inhibitor Kazal type 7 [Source:HGNC Symbol;Acc:HGNC:24643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCYOX1L","ENSG00000145882","PCYOX1L","prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRA1","ENSG00000145888","GLRA1","glycine receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4326]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNIP1","ENSG00000145901","TNIP1","TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"G3BP1","ENSG00000145907","G3BP1","G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF300","ENSG00000145908","ZNF300","zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"N4BP3","ENSG00000145911","N4BP3","NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHP2","ENSG00000145912","NHP2","NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMND5B","ENSG00000145916","RMND5B","required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOD1","ENSG00000145919","BOD1","biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPLX2","ENSG00000145920","CPLX2","complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TENM2","ENSG00000145934","TENM2","teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNMB1","ENSG00000145936","KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM50B","ENSG00000145945","FAM50B","family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYLK4","ENSG00000145949","MYLK4","myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM217A","ENSG00000145975","FAM217A","family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D7","ENSG00000145979","TBC1D7","TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FARS2","ENSG00000145982","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFOD1","ENSG00000145990","GFOD1","glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKAL1","ENSG00000145996","CDKAL1","CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSD2","ENSG00000146005","PSD2","pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRTM2","ENSG00000146006","LRRTM2","leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:HGNC:19409]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMAT2","ENSG00000146007","ZMAT2","zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFRA3","ENSG00000146013","GFRA3","GDNF family receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL3","ENSG00000146021","KLHL3","kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCDC2","ENSG00000146038","DCDC2","doublecortin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC17A4","ENSG00000146039","SLC17A4","solute carrier family 17 member 4 [Source:HGNC Symbol;Acc:HGNC:10932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2BC1","ENSG00000146047","H2BC1","H2B clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:18730]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAAG1","ENSG00000146049","KAAG1","kidney associated DCDC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:21031]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TRIM7","ENSG00000146054","TRIM7","tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM41","ENSG00000146063","TRIM41","tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HIGD2A","ENSG00000146066","HIGD2A","HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM193B","ENSG00000146067","FAM193B","family with sequence similarity 193 member B [Source:HGNC Symbol;Acc:HGNC:25524]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLA2G7","ENSG00000146070","PLA2G7","phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF21","ENSG00000146072","TNFRSF21","TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF44","ENSG00000146083","RNF44","ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMUT","ENSG00000146085","MMUT","methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASGEF1C","ENSG00000146090","RASGEF1C","RasGEF domain family member 1C [Source:HGNC Symbol;Acc:HGNC:27400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOK3","ENSG00000146094","DOK3","docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABT1","ENSG00000146109","ABT1","activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R18","ENSG00000146112","PPP1R18","protein phosphatase 1 regulatory subunit 18 [Source:HGNC Symbol;Acc:HGNC:29413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAAM2","ENSG00000146122","DAAM2","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRIM2","ENSG00000146143","PRIM2","DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLIP","ENSG00000146147","MLIP","muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGCLL1","ENSG00000146151","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGSN","ENSG00000146166","LGSN","lengsin, lens protein with glutamine synthetase domain [Source:HGNC Symbol;Acc:HGNC:21016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGD2","ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCUBE3","ENSG00000146197","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13655]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANO7","ENSG00000146205","ANO7","anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRIP3","ENSG00000146215","CRIP3","cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTBK1","ENSG00000146216","TTBK1","tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCTE1","ENSG00000146221","TCTE1","t-complex-associated-testis-expressed 1 [Source:HGNC Symbol;Acc:HGNC:11693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL7L1","ENSG00000146223","RPL7L1","ribosomal protein L7 like 1 [Source:HGNC Symbol;Acc:HGNC:21370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFKBIE","ENSG00000146232","NFKBIE","NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP39A1","ENSG00000146233","CYP39A1","cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPBG","ENSG00000146242","TPBG","trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRAK1BP1","ENSG00000146243","IRAK1BP1","interleukin 1 receptor associated kinase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17368]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHIP","ENSG00000146247","PHIP","pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRSS35","ENSG00000146250","PRSS35","serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMS22L","ENSG00000146263","MMS22L","MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAXC","ENSG00000146267","FAXC","failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRR1","ENSG00000146276","GABRR1","gamma-aminobutyric acid type A receptor subunit rho1 [Source:HGNC Symbol;Acc:HGNC:4090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNRC1","ENSG00000146278","PNRC1","proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PM20D2","ENSG00000146281","PM20D2","peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RARS2","ENSG00000146282","RARS2","arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCML4","ENSG00000146285","SCML4","Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D32","ENSG00000146350","TBC1D32","TBC1 domain family member 32 [Source:HGNC Symbol;Acc:HGNC:21485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLVS2","ENSG00000146352","CLVS2","clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR6","ENSG00000146360","GPR6","G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF217","ENSG00000146373","RNF217","ring finger protein 217 [Source:HGNC Symbol;Acc:HGNC:21487]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RSPO3","ENSG00000146374","RSPO3","R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP18","ENSG00000146376","ARHGAP18","Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAAR2","ENSG00000146378","TAAR2","trace amine associated receptor 2 [Source:HGNC Symbol;Acc:HGNC:4514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAAR6","ENSG00000146383","TAAR6","trace amine associated receptor 6 [Source:HGNC Symbol;Acc:HGNC:20978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
